Item,Price,Quantity,Order Total,Order Date,Month,Year,Month_Num,Day,Weekday,Is_Weekend,Avg_Price_Per_Item,High_Value_Order,Category_Drinks,Category_Main Dishes,Category_Side Dishes,Category_Starters,Payment Method_Credit Card,Payment Method_Digital Wallet
Water,1.0,5.0,5.0,2023-09-22,2023-09,2023,9,22,Friday,0,1.0,0,True,False,False,False,False,False
Sweet Potato Fries,5.0,4.0,20.0,2022-11-15,2022-11,2022,11,15,Tuesday,0,5.0,0,False,False,False,True,False,True
Cheese Fries,5.0,4.0,20.0,2023-05-05,2023-05,2023,5,5,Friday,0,5.0,0,False,False,False,True,False,False
Steak,20.0,4.0,80.0,2022-08-15,2022-08,2022,8,15,Monday,0,20.0,0,False,True,False,False,False,False
Beef Chili,7.0,2.0,14.0,2022-11-09,2022-11,2022,11,9,Wednesday,0,7.0,0,False,False,False,True,False,False
Chocolate Cake,6.0,3.0,18.0,2022-03-25,2022-03,2022,3,25,Friday,0,6.0,0,False,False,False,False,False,True
Grilled Chicken,15.0,1.0,15.0,2022-11-07,2022-11,2022,11,7,Monday,0,15.0,0,False,True,False,False,False,True
Side Salad,3.0,3.0,9.0,2023-08-06,2023-08,2023,8,6,Sunday,1,3.0,0,False,False,True,False,False,False
Grilled Chicken,15.0,5.0,75.0,2022-11-21,2022-11,2022,11,21,Monday,0,15.0,0,False,True,False,False,True,False
Orange Juice,3.0,5.0,15.0,2022-02-21,2022-02,2022,2,21,Monday,0,3.0,0,True,False,False,False,False,True
Coca Cola,2.5,5.0,12.5,2023-06-29,2023-06,2023,6,29,Thursday,0,2.5,0,True,False,False,False,False,True
Garlic Bread,4.0,5.0,20.0,2022-09-27,2022-09,2022,9,27,Tuesday,0,4.0,0,False,False,True,False,True,False
Orange Juice,3.0,4.0,12.0,2022-10-24,2022-10,2022,10,24,Monday,0,3.0,0,True,False,False,False,False,False
Brownie,6.0,2.0,12.0,2023-10-30,2023-10,2023,10,30,Monday,0,6.0,0,False,False,False,False,False,False
Brownie,6.0,2.0,12.0,2022-10-28,2022-10,2022,10,28,Friday,0,6.0,0,False,False,False,False,True,False
Sweet Potato Fries,5.0,4.0,20.0,2023-06-04,2023-06,2023,6,4,Sunday,1,5.0,0,False,False,False,True,True,False
Salmon,18.0,3.0,54.0,2022-09-25,2022-09,2022,9,25,Sunday,1,18.0,0,False,True,False,False,False,True
French Fries,4.0,3.0,12.0,2022-07-19,2022-07,2022,7,19,Tuesday,0,4.0,0,False,False,False,True,False,False
Cheese Fries,5.0,5.0,25.0,2022-06-22,2022-06,2022,6,22,Wednesday,0,5.0,0,False,False,False,True,False,False
Vegetarian Platter,14.0,5.0,70.0,2023-03-26,2023-03,2023,3,26,Sunday,1,14.0,0,False,True,False,False,True,False
Iced Tea,2.5,4.0,10.0,2022-01-16,2022-01,2022,1,16,Sunday,1,2.5,0,True,False,False,False,False,True
Orange Juice,3.0,5.0,15.0,2022-04-13,2022-04,2022,4,13,Wednesday,0,3.0,0,True,False,False,False,False,False
Steak,20.0,1.0,20.0,2023-03-15,2023-03,2023,3,15,Wednesday,0,20.0,0,False,True,False,False,False,True
Grilled Vegetables,5.0,4.0,20.0,2022-10-04,2022-10,2022,10,4,Tuesday,0,5.0,0,False,False,True,False,False,True
Side Salad,3.0,2.0,6.0,2022-03-30,2022-03,2022,3,30,Wednesday,0,3.0,0,False,False,True,False,False,True
Lemonade,3.0,2.0,6.0,2022-09-11,2022-09,2022,9,11,Sunday,1,3.0,0,True,False,False,False,False,False
Ice Cream,5.0,3.0,15.0,2023-04-21,2023-04,2023,4,21,Friday,0,5.0,0,False,False,False,False,False,False
Chocolate Cake,6.0,2.0,12.0,2023-09-27,2023-09,2023,9,27,Wednesday,0,6.0,0,False,False,False,False,True,False
Brownie,6.0,1.0,6.0,2023-11-08,2023-11,2023,11,8,Wednesday,0,6.0,0,False,False,False,False,False,False
Orange Juice,3.0,4.0,12.0,2022-03-16,2022-03,2022,3,16,Wednesday,0,3.0,0,True,False,False,False,False,False
Orange Juice,3.0,2.0,6.0,2023-10-19,2023-10,2023,10,19,Thursday,0,3.0,0,True,False,False,False,False,False
Orange Juice,3.0,3.0,9.0,2023-01-31,2023-01,2023,1,31,Tuesday,0,3.0,0,True,False,False,False,False,False
Garlic Bread,4.0,4.0,16.0,2023-02-17,2023-02,2023,2,17,Friday,0,4.0,0,False,False,True,False,False,True
Ice Cream,5.0,5.0,25.0,2022-08-18,2022-08,2022,8,18,Thursday,0,5.0,0,False,False,False,False,False,True
Cheese Fries,5.0,2.0,10.0,2022-12-05,2022-12,2022,12,5,Monday,0,5.0,0,False,False,False,True,True,False
Cheese Fries,5.0,5.0,25.0,2022-05-17,2022-05,2022,5,17,Tuesday,0,5.0,0,False,False,False,True,False,False
Orange Juice,3.0,3.0,9.0,2023-10-25,2023-10,2023,10,25,Wednesday,0,3.0,0,True,False,False,False,False,False
Ice Cream,5.0,5.0,25.0,2023-02-17,2023-02,2023,2,17,Friday,0,5.0,0,False,False,False,False,False,False
Grilled Chicken,15.0,1.0,15.0,2023-02-11,2023-02,2023,2,11,Saturday,1,15.0,0,False,True,False,False,False,True
Chocolate Cake,6.0,4.0,24.0,2023-06-10,2023-06,2023,6,10,Saturday,1,6.0,0,False,False,False,False,False,False
Water,1.0,2.0,2.0,2022-11-05,2022-11,2022,11,5,Saturday,1,1.0,0,True,False,False,False,False,False
Cheese Fries,5.0,4.0,20.0,2023-07-08,2023-07,2023,7,8,Saturday,1,5.0,0,False,False,False,True,True,False
Sweet Potato Fries,5.0,5.0,25.0,2023-11-25,2023-11,2023,11,25,Saturday,1,5.0,0,False,False,False,True,False,False
Cheesecake,7.0,1.0,7.0,2022-01-09,2022-01,2022,1,9,Sunday,1,7.0,0,False,False,False,False,False,False
Lemonade,3.0,5.0,15.0,2023-03-21,2023-03,2023,3,21,Tuesday,0,3.0,0,True,False,False,False,False,False
French Fries,4.0,2.0,8.0,2023-03-04,2023-03,2023,3,4,Saturday,1,4.0,0,False,False,False,True,False,False
Cheese Fries,5.0,1.0,5.0,2023-09-30,2023-09,2023,9,30,Saturday,1,5.0,0,False,False,False,True,True,False
Coca Cola,2.5,2.0,5.0,2023-01-10,2023-01,2023,1,10,Tuesday,0,2.5,0,True,False,False,False,False,True
Onion Rings,5.0,4.0,20.0,2023-10-03,2023-10,2023,10,3,Tuesday,0,5.0,0,False,False,True,False,True,False
Mashed Potatoes,4.0,5.0,20.0,2022-03-18,2022-03,2022,3,18,Friday,0,4.0,0,False,False,True,False,True,False
Iced Tea,2.5,5.0,12.5,2022-06-26,2022-06,2022,6,26,Sunday,1,2.5,0,True,False,False,False,False,True
Side Salad,3.0,2.0,6.0,2023-11-18,2023-11,2023,11,18,Saturday,1,3.0,0,False,False,True,False,True,False
Side Salad,3.0,5.0,15.0,2022-09-17,2022-09,2022,9,17,Saturday,1,3.0,0,False,False,True,False,False,False
Salmon,18.0,4.0,72.0,2022-04-23,2022-04,2022,4,23,Saturday,1,18.0,0,False,True,False,False,True,False
Side Salad,3.0,4.0,12.0,2023-10-03,2023-10,2023,10,3,Tuesday,0,3.0,0,False,False,True,False,True,False
Salmon,18.0,4.0,72.0,2023-08-25,2023-08,2023,8,25,Friday,0,18.0,0,False,True,False,False,True,False
Garlic Bread,4.0,2.0,8.0,2023-01-12,2023-01,2023,1,12,Thursday,0,4.0,0,False,False,True,False,True,False
Orange Juice,3.0,3.0,9.0,2023-12-08,2023-12,2023,12,8,Friday,0,3.0,0,True,False,False,False,False,False
Coca Cola,2.5,1.0,2.5,2022-12-17,2022-12,2022,12,17,Saturday,1,2.5,0,True,False,False,False,True,False
Chocolate Cake,6.0,4.0,24.0,2023-12-03,2023-12,2023,12,3,Sunday,1,6.0,0,False,False,False,False,False,True
Lemonade,3.0,5.0,15.0,2023-02-05,2023-02,2023,2,5,Sunday,1,3.0,0,True,False,False,False,False,True
Cheese Fries,5.0,2.0,10.0,2023-11-10,2023-11,2023,11,10,Friday,0,5.0,0,False,False,False,True,False,False
Orange Juice,3.0,4.0,12.0,2022-11-25,2022-11,2022,11,25,Friday,0,3.0,0,True,False,False,False,False,False
Brownie,6.0,2.0,12.0,2022-01-22,2022-01,2022,1,22,Saturday,1,6.0,0,False,False,False,False,False,False
Onion Rings,5.0,1.0,5.0,2022-01-28,2022-01,2022,1,28,Friday,0,5.0,0,False,False,True,False,False,True
Garlic Bread,4.0,4.0,16.0,2023-08-22,2023-08,2023,8,22,Tuesday,0,4.0,0,False,False,True,False,False,True
Fruit Salad,4.0,2.0,8.0,2023-01-11,2023-01,2023,1,11,Wednesday,0,4.0,0,False,False,False,False,True,False
Ice Cream,5.0,3.0,15.0,2022-07-11,2022-07,2022,7,11,Monday,0,5.0,0,False,False,False,False,True,False
Side Salad,3.0,5.0,15.0,2023-07-12,2023-07,2023,7,12,Wednesday,0,3.0,0,False,False,True,False,True,False
Chocolate Cake,6.0,4.0,24.0,2023-04-10,2023-04,2023,4,10,Monday,0,6.0,0,False,False,False,False,False,True
Cheese Fries,5.0,1.0,5.0,2023-04-11,2023-04,2023,4,11,Tuesday,0,5.0,0,False,False,False,True,True,False
Chicken Melt,8.0,4.0,32.0,2023-11-28,2023-11,2023,11,28,Tuesday,0,8.0,0,False,False,False,True,False,False
Chocolate Cake,6.0,1.0,6.0,2022-05-07,2022-05,2022,5,7,Saturday,1,6.0,0,False,False,False,False,True,False
Chocolate Cake,6.0,4.0,24.0,2023-01-19,2023-01,2023,1,19,Thursday,0,6.0,0,False,False,False,False,False,True
Cheese Fries,5.0,1.0,5.0,2022-08-27,2022-08,2022,8,27,Saturday,1,5.0,0,False,False,False,True,False,True
Lemonade,3.0,2.0,6.0,2022-06-22,2022-06,2022,6,22,Wednesday,0,3.0,0,True,False,False,False,True,False
Ice Cream,5.0,2.0,10.0,2023-12-02,2023-12,2023,12,2,Saturday,1,5.0,0,False,False,False,False,False,True
Chocolate Cake,6.0,2.0,12.0,2023-12-11,2023-12,2023,12,11,Monday,0,6.0,0,False,False,False,False,True,False
Side Salad,3.0,2.0,6.0,2023-01-05,2023-01,2023,1,5,Thursday,0,3.0,0,False,False,True,False,True,False
Ice Cream,5.0,5.0,25.0,2022-09-18,2022-09,2022,9,18,Sunday,1,5.0,0,False,False,False,False,False,True
Salmon,18.0,2.0,36.0,2022-10-01,2022-10,2022,10,1,Saturday,1,18.0,0,False,True,False,False,False,False
Onion Rings,5.0,5.0,25.0,2022-08-26,2022-08,2022,8,26,Friday,0,5.0,0,False,False,True,False,False,True
Chicken Melt,8.0,5.0,40.0,2023-11-11,2023-11,2023,11,11,Saturday,1,8.0,0,False,False,False,True,False,False
Salmon,18.0,4.0,72.0,2022-03-28,2022-03,2022,3,28,Monday,0,18.0,0,False,True,False,False,False,False
Fruit Salad,4.0,1.0,4.0,2022-09-03,2022-09,2022,9,3,Saturday,1,4.0,0,False,False,False,False,True,False
Fruit Salad,4.0,4.0,16.0,2023-05-20,2023-05,2023,5,20,Saturday,1,4.0,0,False,False,False,False,False,False
French Fries,4.0,1.0,4.0,2022-03-21,2022-03,2022,3,21,Monday,0,4.0,0,False,False,False,True,False,False
Side Salad,3.0,3.0,9.0,2022-05-26,2022-05,2022,5,26,Thursday,0,3.0,0,False,False,True,False,False,True
Coca Cola,2.5,2.0,5.0,2023-03-30,2023-03,2023,3,30,Thursday,0,2.5,0,True,False,False,False,True,False
Pasta Alfredo,12.0,5.0,60.0,2022-07-13,2022-07,2022,7,13,Wednesday,0,12.0,0,False,True,False,False,False,True
Coca Cola,2.5,3.0,7.5,2022-01-05,2022-01,2022,1,5,Wednesday,0,2.5,0,True,False,False,False,True,False
Side Salad,3.0,1.0,3.0,2022-10-15,2022-10,2022,10,15,Saturday,1,3.0,0,False,False,True,False,True,False
Sweet Potato Fries,5.0,2.0,10.0,2022-06-02,2022-06,2022,6,2,Thursday,0,5.0,0,False,False,False,True,True,False
Ice Cream,5.0,1.0,5.0,2022-12-23,2022-12,2022,12,23,Friday,0,5.0,0,False,False,False,False,True,False
Ice Cream,5.0,3.0,15.0,2022-11-10,2022-11,2022,11,10,Thursday,0,5.0,0,False,False,False,False,False,True
Vegetarian Platter,14.0,4.0,56.0,2023-11-11,2023-11,2023,11,11,Saturday,1,14.0,0,False,True,False,False,True,False
Water,1.0,2.0,2.0,2022-04-12,2022-04,2022,4,12,Tuesday,0,1.0,0,True,False,False,False,False,False
Fruit Salad,4.0,1.0,4.0,2023-07-18,2023-07,2023,7,18,Tuesday,0,4.0,0,False,False,False,False,True,False
French Fries,4.0,4.0,16.0,2022-06-11,2022-06,2022,6,11,Saturday,1,4.0,0,False,False,False,True,False,False
Cheese Fries,5.0,3.0,15.0,2023-09-13,2023-09,2023,9,13,Wednesday,0,5.0,0,False,False,False,True,False,True
Side Salad,3.0,5.0,15.0,2022-07-26,2022-07,2022,7,26,Tuesday,0,3.0,0,False,False,True,False,False,True
Cheese Fries,5.0,5.0,25.0,2023-08-17,2023-08,2023,8,17,Thursday,0,5.0,0,False,False,False,True,False,True
French Fries,4.0,5.0,20.0,2023-06-04,2023-06,2023,6,4,Sunday,1,4.0,0,False,False,False,True,True,False
Ice Cream,5.0,5.0,25.0,2023-06-17,2023-06,2023,6,17,Saturday,1,5.0,0,False,False,False,False,False,True
Coca Cola,2.5,4.0,10.0,2022-07-27,2022-07,2022,7,27,Wednesday,0,2.5,0,True,False,False,False,False,False
Chocolate Cake,6.0,3.0,18.0,2022-01-30,2022-01,2022,1,30,Sunday,1,6.0,0,False,False,False,False,True,False
Onion Rings,5.0,5.0,25.0,2023-04-20,2023-04,2023,4,20,Thursday,0,5.0,0,False,False,True,False,True,False
Salmon,18.0,5.0,90.0,2022-10-18,2022-10,2022,10,18,Tuesday,0,18.0,0,False,True,False,False,False,False
Salmon,18.0,2.0,36.0,2022-12-18,2022-12,2022,12,18,Sunday,1,18.0,0,False,True,False,False,True,False
Water,1.0,4.0,4.0,2023-07-24,2023-07,2023,7,24,Monday,0,1.0,0,True,False,False,False,False,True
Vegetarian Platter,14.0,1.0,14.0,2023-04-30,2023-04,2023,4,30,Sunday,1,14.0,0,False,True,False,False,False,False
Chocolate Cake,6.0,3.0,18.0,2023-12-11,2023-12,2023,12,11,Monday,0,6.0,0,False,False,False,False,True,False
Coca Cola,2.5,1.0,2.5,2022-06-30,2022-06,2022,6,30,Thursday,0,2.5,0,True,False,False,False,False,True
Sweet Potato Fries,5.0,5.0,25.0,2023-04-18,2023-04,2023,4,18,Tuesday,0,5.0,0,False,False,False,True,False,False
French Fries,4.0,5.0,20.0,2022-10-11,2022-10,2022,10,11,Tuesday,0,4.0,0,False,False,False,True,False,False
Grilled Chicken,15.0,5.0,75.0,2023-01-08,2023-01,2023,1,8,Sunday,1,15.0,0,False,True,False,False,False,False
Ice Cream,5.0,4.0,20.0,2022-09-27,2022-09,2022,9,27,Tuesday,0,5.0,0,False,False,False,False,True,False
Chocolate Cake,6.0,3.0,18.0,2023-10-06,2023-10,2023,10,6,Friday,0,6.0,0,False,False,False,False,True,False
Cheese Fries,5.0,1.0,5.0,2022-07-21,2022-07,2022,7,21,Thursday,0,5.0,0,False,False,False,True,False,False
Pasta Alfredo,12.0,4.0,48.0,2022-11-27,2022-11,2022,11,27,Sunday,1,12.0,0,False,True,False,False,False,False
Grilled Chicken,15.0,1.0,15.0,2023-08-14,2023-08,2023,8,14,Monday,0,15.0,0,False,True,False,False,False,True
French Fries,4.0,1.0,4.0,2023-12-04,2023-12,2023,12,4,Monday,0,4.0,0,False,False,False,True,False,False
Vegetarian Platter,14.0,4.0,56.0,2023-11-25,2023-11,2023,11,25,Saturday,1,14.0,0,False,True,False,False,False,True
Side Salad,3.0,1.0,3.0,2023-09-14,2023-09,2023,9,14,Thursday,0,3.0,0,False,False,True,False,False,True
Brownie,6.0,3.0,18.0,2023-06-05,2023-06,2023,6,5,Monday,0,6.0,0,False,False,False,False,True,False
Beef Chili,7.0,1.0,7.0,2022-02-16,2022-02,2022,2,16,Wednesday,0,7.0,0,False,False,False,True,False,True
Iced Tea,2.5,3.0,7.5,2023-01-05,2023-01,2023,1,5,Thursday,0,2.5,0,True,False,False,False,False,False
Pasta Alfredo,12.0,2.0,24.0,2022-05-12,2022-05,2022,5,12,Thursday,0,12.0,0,False,True,False,False,False,False
Orange Juice,3.0,4.0,12.0,2023-01-11,2023-01,2023,1,11,Wednesday,0,3.0,0,True,False,False,False,False,False
Ice Cream,5.0,2.0,10.0,2023-05-31,2023-05,2023,5,31,Wednesday,0,5.0,0,False,False,False,False,True,False
Side Salad,3.0,1.0,3.0,2023-11-09,2023-11,2023,11,9,Thursday,0,3.0,0,False,False,True,False,True,False
Pasta Alfredo,12.0,3.0,36.0,2023-12-26,2023-12,2023,12,26,Tuesday,0,12.0,0,False,True,False,False,False,True
Water,1.0,1.0,1.0,2022-07-06,2022-07,2022,7,6,Wednesday,0,1.0,0,True,False,False,False,False,False
Side Salad,3.0,1.0,3.0,2023-10-27,2023-10,2023,10,27,Friday,0,3.0,0,False,False,True,False,False,True
Mashed Potatoes,4.0,2.0,8.0,2022-05-25,2022-05,2022,5,25,Wednesday,0,4.0,0,False,False,True,False,False,False
Brownie,6.0,3.0,18.0,2022-10-09,2022-10,2022,10,9,Sunday,1,6.0,0,False,False,False,False,False,False
Pasta Alfredo,12.0,5.0,60.0,2022-06-07,2022-06,2022,6,7,Tuesday,0,12.0,0,False,True,False,False,True,False
Cheese Fries,5.0,1.0,5.0,2023-09-20,2023-09,2023,9,20,Wednesday,0,5.0,0,False,False,False,True,True,False
Ice Cream,5.0,1.0,5.0,2023-02-07,2023-02,2023,2,7,Tuesday,0,5.0,0,False,False,False,False,False,True
Vegetarian Platter,14.0,5.0,70.0,2023-06-17,2023-06,2023,6,17,Saturday,1,14.0,0,False,True,False,False,False,True
Grilled Vegetables,5.0,1.0,5.0,2023-09-13,2023-09,2023,9,13,Wednesday,0,5.0,0,False,False,True,False,True,False
Coca Cola,2.5,3.0,7.5,2022-01-29,2022-01,2022,1,29,Saturday,1,2.5,0,True,False,False,False,False,True
Coca Cola,2.5,5.0,12.5,2022-05-23,2022-05,2022,5,23,Monday,0,2.5,0,True,False,False,False,True,False
Ice Cream,5.0,5.0,25.0,2022-02-03,2022-02,2022,2,3,Thursday,0,5.0,0,False,False,False,False,False,True
Salmon,18.0,3.0,54.0,2023-10-09,2023-10,2023,10,9,Monday,0,18.0,0,False,True,False,False,False,True
French Fries,4.0,2.0,8.0,2022-03-08,2022-03,2022,3,8,Tuesday,0,4.0,0,False,False,False,True,False,True
Ice Cream,5.0,3.0,15.0,2022-09-05,2022-09,2022,9,5,Monday,0,5.0,0,False,False,False,False,True,False
Ice Cream,5.0,5.0,25.0,2022-08-25,2022-08,2022,8,25,Thursday,0,5.0,0,False,False,False,False,True,False
Chicken Melt,8.0,4.0,32.0,2023-03-18,2023-03,2023,3,18,Saturday,1,8.0,0,False,False,False,True,False,False
Steak,20.0,5.0,100.0,2022-04-20,2022-04,2022,4,20,Wednesday,0,20.0,0,False,True,False,False,False,True
Water,1.0,1.0,1.0,2023-09-24,2023-09,2023,9,24,Sunday,1,1.0,0,True,False,False,False,False,False
Side Salad,3.0,3.0,9.0,2022-12-04,2022-12,2022,12,4,Sunday,1,3.0,0,False,False,True,False,True,False
Side Salad,3.0,5.0,15.0,2023-07-16,2023-07,2023,7,16,Sunday,1,3.0,0,False,False,True,False,True,False
Vegetarian Platter,14.0,1.0,14.0,2023-06-16,2023-06,2023,6,16,Friday,0,14.0,0,False,True,False,False,False,False
Grilled Chicken,15.0,3.0,45.0,2022-04-11,2022-04,2022,4,11,Monday,0,15.0,0,False,True,False,False,False,False
Orange Juice,3.0,1.0,3.0,2023-08-12,2023-08,2023,8,12,Saturday,1,3.0,0,True,False,False,False,True,False
Fruit Salad,4.0,1.0,4.0,2023-03-28,2023-03,2023,3,28,Tuesday,0,4.0,0,False,False,False,False,False,False
Lemonade,3.0,2.0,6.0,2023-06-12,2023-06,2023,6,12,Monday,0,3.0,0,True,False,False,False,True,False
Salmon,18.0,4.0,72.0,2022-07-02,2022-07,2022,7,2,Saturday,1,18.0,0,False,True,False,False,False,False
Chocolate Cake,6.0,5.0,30.0,2022-11-25,2022-11,2022,11,25,Friday,0,6.0,0,False,False,False,False,True,False
Ice Cream,5.0,5.0,25.0,2022-08-15,2022-08,2022,8,15,Monday,0,5.0,0,False,False,False,False,True,False
Water,1.0,1.0,1.0,2023-12-08,2023-12,2023,12,8,Friday,0,1.0,0,True,False,False,False,True,False
Orange Juice,3.0,3.0,9.0,2022-08-08,2022-08,2022,8,8,Monday,0,3.0,0,True,False,False,False,False,False
Fruit Salad,4.0,5.0,20.0,2023-11-24,2023-11,2023,11,24,Friday,0,4.0,0,False,False,False,False,False,True
Coca Cola,2.5,5.0,12.5,2023-06-04,2023-06,2023,6,4,Sunday,1,2.5,0,True,False,False,False,False,True
Coca Cola,2.5,1.0,2.5,2022-01-17,2022-01,2022,1,17,Monday,0,2.5,0,True,False,False,False,False,True
Brownie,6.0,2.0,12.0,2022-04-26,2022-04,2022,4,26,Tuesday,0,6.0,0,False,False,False,False,False,True
Cheese Fries,5.0,2.0,10.0,2023-05-28,2023-05,2023,5,28,Sunday,1,5.0,0,False,False,False,True,False,True
Mashed Potatoes,4.0,4.0,16.0,2022-12-07,2022-12,2022,12,7,Wednesday,0,4.0,0,False,False,True,False,False,True
Garlic Bread,4.0,5.0,20.0,2022-05-02,2022-05,2022,5,2,Monday,0,4.0,0,False,False,True,False,False,False
Ice Cream,5.0,3.0,15.0,2023-02-15,2023-02,2023,2,15,Wednesday,0,5.0,0,False,False,False,False,False,False
Cheesecake,7.0,5.0,35.0,2023-02-19,2023-02,2023,2,19,Sunday,1,7.0,0,False,False,False,False,True,False
Orange Juice,3.0,5.0,15.0,2022-11-03,2022-11,2022,11,3,Thursday,0,3.0,0,True,False,False,False,False,False
Water,1.0,2.0,2.0,2023-07-22,2023-07,2023,7,22,Saturday,1,1.0,0,True,False,False,False,False,False
Onion Rings,5.0,2.0,10.0,2023-01-22,2023-01,2023,1,22,Sunday,1,5.0,0,False,False,True,False,False,False
Sweet Potato Fries,5.0,3.0,15.0,2022-10-10,2022-10,2022,10,10,Monday,0,5.0,0,False,False,False,True,False,False
Side Salad,3.0,4.0,12.0,2023-10-09,2023-10,2023,10,9,Monday,0,3.0,0,False,False,True,False,True,False
Nachos Grande,10.0,2.0,20.0,2022-11-29,2022-11,2022,11,29,Tuesday,0,10.0,0,False,False,False,True,False,False
Grilled Chicken,15.0,3.0,45.0,2022-02-03,2022-02,2022,2,3,Thursday,0,15.0,0,False,True,False,False,False,True
Chocolate Cake,6.0,5.0,30.0,2023-02-05,2023-02,2023,2,5,Sunday,1,6.0,0,False,False,False,False,False,False
Grilled Chicken,15.0,1.0,15.0,2023-09-06,2023-09,2023,9,6,Wednesday,0,15.0,0,False,True,False,False,False,True
Side Salad,3.0,5.0,15.0,2022-03-05,2022-03,2022,3,5,Saturday,1,3.0,0,False,False,True,False,False,False
Onion Rings,5.0,2.0,10.0,2022-04-02,2022-04,2022,4,2,Saturday,1,5.0,0,False,False,True,False,False,True
Chocolate Cake,6.0,1.0,6.0,2022-02-04,2022-02,2022,2,4,Friday,0,6.0,0,False,False,False,False,True,False
Mashed Potatoes,4.0,3.0,12.0,2022-09-13,2022-09,2022,9,13,Tuesday,0,4.0,0,False,False,True,False,False,False
Orange Juice,3.0,5.0,15.0,2022-10-18,2022-10,2022,10,18,Tuesday,0,3.0,0,True,False,False,False,False,True
Water,1.0,1.0,1.0,2022-03-29,2022-03,2022,3,29,Tuesday,0,1.0,0,True,False,False,False,True,False
Pasta Alfredo,12.0,4.0,48.0,2022-12-12,2022-12,2022,12,12,Monday,0,12.0,0,False,True,False,False,False,True
Nachos Grande,10.0,2.0,20.0,2023-02-18,2023-02,2023,2,18,Saturday,1,10.0,0,False,False,False,True,False,False
Ice Cream,5.0,1.0,5.0,2022-02-03,2022-02,2022,2,3,Thursday,0,5.0,0,False,False,False,False,False,False
Chicken Melt,8.0,1.0,8.0,2023-10-01,2023-10,2023,10,1,Sunday,1,8.0,0,False,False,False,True,False,False
Beef Chili,7.0,5.0,35.0,2023-03-04,2023-03,2023,3,4,Saturday,1,7.0,0,False,False,False,True,False,False
Cheesecake,7.0,1.0,7.0,2023-09-08,2023-09,2023,9,8,Friday,0,7.0,0,False,False,False,False,False,True
Chicken Melt,8.0,4.0,32.0,2023-06-07,2023-06,2023,6,7,Wednesday,0,8.0,0,False,False,False,True,False,False
Cheese Fries,5.0,1.0,5.0,2023-10-04,2023-10,2023,10,4,Wednesday,0,5.0,0,False,False,False,True,False,True
Chocolate Cake,6.0,5.0,30.0,2023-07-28,2023-07,2023,7,28,Friday,0,6.0,0,False,False,False,False,False,False
Mashed Potatoes,4.0,3.0,12.0,2023-10-15,2023-10,2023,10,15,Sunday,1,4.0,0,False,False,True,False,False,False
Grilled Vegetables,5.0,1.0,5.0,2023-07-04,2023-07,2023,7,4,Tuesday,0,5.0,0,False,False,True,False,False,False
Fruit Salad,4.0,3.0,12.0,2022-08-20,2022-08,2022,8,20,Saturday,1,4.0,0,False,False,False,False,True,False
Lemonade,3.0,5.0,15.0,2022-12-25,2022-12,2022,12,25,Sunday,1,3.0,0,True,False,False,False,False,False
Nachos Grande,10.0,1.0,10.0,2022-03-01,2022-03,2022,3,1,Tuesday,0,10.0,0,False,False,False,True,False,True
Sweet Potato Fries,5.0,4.0,20.0,2022-07-26,2022-07,2022,7,26,Tuesday,0,5.0,0,False,False,False,True,False,True
Cheesecake,7.0,2.0,14.0,2023-01-01,2023-01,2023,1,1,Sunday,1,7.0,0,False,False,False,False,False,True
French Fries,4.0,3.0,12.0,2023-05-11,2023-05,2023,5,11,Thursday,0,4.0,0,False,False,False,True,False,True
French Fries,4.0,4.0,16.0,2022-01-20,2022-01,2022,1,20,Thursday,0,4.0,0,False,False,False,True,False,False
Ice Cream,5.0,3.0,15.0,2022-04-07,2022-04,2022,4,7,Thursday,0,5.0,0,False,False,False,False,True,False
Lemonade,3.0,4.0,12.0,2022-08-12,2022-08,2022,8,12,Friday,0,3.0,0,True,False,False,False,False,False
Orange Juice,3.0,1.0,3.0,2022-10-12,2022-10,2022,10,12,Wednesday,0,3.0,0,True,False,False,False,False,True
